acoustic_scene,event_list
office,"['drawer', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'switch', 'switch', 'knock', 'drawer', 'chairsmoving', 'knock', 'knock', 'laughter', 'phone', 'keys', 'keys', 'switch', 'knock']"
office,"['knock', 'doorslam', 'chairsmoving', 'laughter', 'phone', 'laughter', 'chairsmoving', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'doorslam', 'drawer', 'doorslam', 'keys', 'chairsmoving', 'laughter']"
office,"['knock', 'doorslam', 'chairsmoving', 'laughter', 'phone', 'laughter', 'chairsmoving', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'doorslam', 'drawer', 'doorslam', 'keys', 'chairsmoving', 'laughter']"
openairmarket,"['footstepsongrass', 'lightrain', 'speech']"
openairmarket,"['buspassby', 'buspassby', 'money', 'footsteps', 'cooking', 'cooking', 'speech', 'footsteps', 'lightrain', 'footsteps', 'footstepsongrass', 'wind', 'bagrustle', 'money', 'buspassby', 'wind', 'lightrain', 'money', 'cooking', 'bagrustle']"
openairmarket,"['footsteps', 'bagrustle', 'lightrain', 'speech', 'footsteps', 'footstepsongrass', 'cooking', 'bagrustle', 'footsteps', 'lightrain', 'bagrustle', 'bagrustle', 'lightrain', 'lightrain', 'buspassby', 'money', 'money', 'lightrain', 'wind', 'money', 'footsteps', 'footstepsongrass']"
openairmarket,"['footsteps', 'footsteps', 'money', 'speech', 'buspassby', 'cooking', 'footsteps', 'wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'bagrustle', 'footstepsongrass', 'wind', 'footstepsongrass']"
openairmarket,"['footsteps', 'buspassby', 'bagrustle', 'lightrain', 'money', 'speech', 'lightrain', 'money', 'footstepsongrass', 'money', 'cooking', 'buspassby', 'buspassby', 'money', 'speech']"
openairmarket,"['footstepsongrass', 'wind', 'buspassby', 'wind', 'lightrain', 'lightrain', 'footsteps', 'bagrustle', 'lightrain', 'lightrain']"
openairmarket,"['wind', 'speech', 'buspassby', 'bagrustle', 'bagrustle', 'lightrain', 'cooking']"
openairmarket,"['footsteps', 'bagrustle', 'wind', 'speech', 'buspassby', 'wind', 'speech', 'speech', 'speech', 'wind', 'bagrustle', 'buspassby', 'wind', 'lightrain', 'money', 'cooking', 'money', 'footstepsongrass', 'footsteps', 'footstepsongrass']"
openairmarket,"['footsteps', 'footsteps', 'money', 'speech', 'buspassby', 'cooking', 'footsteps', 'wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'bagrustle', 'footstepsongrass', 'wind', 'footstepsongrass']"
openairmarket,"['footstepsongrass', 'lightrain', 'speech']"
openairmarket,"['footsteps', 'footsteps', 'money', 'speech', 'buspassby', 'cooking', 'footsteps', 'wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'bagrustle', 'footstepsongrass', 'wind', 'footstepsongrass']"
openairmarket,"['footsteps', 'buspassby', 'bagrustle', 'lightrain', 'money', 'speech', 'lightrain', 'money', 'footstepsongrass', 'money', 'cooking', 'buspassby', 'buspassby', 'money', 'speech']"
openairmarket,"['footstepsongrass', 'wind', 'buspassby', 'wind', 'lightrain', 'lightrain', 'footsteps', 'bagrustle', 'lightrain', 'lightrain']"
openairmarket,"['wind', 'speech', 'buspassby', 'bagrustle', 'bagrustle', 'lightrain', 'cooking']"
openairmarket,"['footsteps', 'bagrustle', 'wind', 'speech', 'buspassby', 'wind', 'speech', 'speech', 'speech', 'wind', 'bagrustle', 'buspassby', 'wind', 'lightrain', 'money', 'cooking', 'money', 'footstepsongrass', 'footsteps', 'footstepsongrass']"
openairmarket,['buspassby']
openairmarket,"['cooking', 'footsteps', 'lightrain', 'wind', 'buspassby', 'footstepsongrass', 'bagrustle', 'buspassby', 'footstepsongrass', 'footsteps']"
openairmarket,"['wind', 'buspassby', 'lightrain', 'bagrustle', 'footsteps', 'bagrustle']"
openairmarket,"['footsteps', 'footsteps', 'buspassby', 'bagrustle', 'money', 'footsteps', 'cooking', 'footsteps', 'footstepsongrass', 'lightrain', 'lightrain', 'money', 'lightrain', 'buspassby', 'buspassby', 'buspassby', 'money', 'cooking', 'wind', 'speech', 'lightrain', 'wind', 'bagrustle', 'buspassby', 'money']"
openairmarket,"['buspassby', 'footsteps', 'wind', 'speech', 'wind', 'wind', 'bagrustle', 'speech', 'lightrain', 'lightrain', 'bagrustle', 'speech', 'speech', 'bagrustle', 'speech']"
openairmarket,"['lightrain', 'wind', 'lightrain', 'cooking', 'money', 'footstepsongrass', 'wind']"
openairmarket,"['cooking', 'lightrain', 'speech', 'lightrain', 'footsteps', 'lightrain', 'money', 'footsteps', 'speech', 'buspassby', 'speech', 'lightrain', 'footsteps', 'money', 'money', 'bagrustle', 'footsteps', 'speech', 'money', 'wind', 'wind']"
openairmarket,['buspassby']
openairmarket,"['cooking', 'lightrain', 'speech', 'lightrain', 'footsteps', 'lightrain', 'money', 'footsteps', 'speech', 'buspassby', 'speech', 'lightrain', 'footsteps', 'money', 'money', 'bagrustle', 'footsteps', 'speech', 'money', 'wind', 'wind']"
openairmarket,"['footsteps', 'speech', 'wind', 'cooking', 'lightrain', 'money', 'bagrustle', 'wind', 'wind', 'lightrain', 'money', 'speech', 'footstepsongrass', 'buspassby', 'cooking', 'cooking', 'wind', 'bagrustle', 'wind', 'footsteps']"
openairmarket,['buspassby']
openairmarket,"['buspassby', 'lightrain', 'cooking', 'wind', 'bagrustle', 'bagrustle', 'footstepsongrass', 'buspassby', 'wind', 'cooking', 'footsteps', 'cooking', 'speech', 'speech', 'cooking', 'footstepsongrass']"
openairmarket,"['cooking', 'footsteps', 'lightrain', 'wind', 'buspassby', 'footstepsongrass', 'bagrustle', 'buspassby', 'footstepsongrass', 'footsteps']"
openairmarket,"['wind', 'buspassby', 'lightrain', 'bagrustle', 'footsteps', 'bagrustle']"
openairmarket,"['footsteps', 'footsteps', 'buspassby', 'bagrustle', 'money', 'footsteps', 'cooking', 'footsteps', 'footstepsongrass', 'lightrain', 'lightrain', 'money', 'lightrain', 'buspassby', 'buspassby', 'buspassby', 'money', 'cooking', 'wind', 'speech', 'lightrain', 'wind', 'bagrustle', 'buspassby', 'money']"
openairmarket,"['buspassby', 'footsteps', 'wind', 'speech', 'wind', 'wind', 'bagrustle', 'speech', 'lightrain', 'lightrain', 'bagrustle', 'speech', 'speech', 'bagrustle', 'speech']"
openairmarket,"['lightrain', 'wind', 'lightrain', 'cooking', 'money', 'footstepsongrass', 'wind']"
openairmarket,"['speech', 'footsteps', 'money', 'speech', 'money', 'speech', 'cooking', 'bagrustle', 'wind', 'money', 'speech', 'wind']"
openairmarket,"['cooking', 'lightrain', 'speech', 'lightrain', 'footsteps', 'lightrain', 'money', 'footsteps', 'speech', 'buspassby', 'speech', 'lightrain', 'footsteps', 'money', 'money', 'bagrustle', 'footsteps', 'speech', 'money', 'wind', 'wind']"
openairmarket,"['bagrustle', 'money', 'money', 'footsteps', 'money', 'money', 'footsteps', 'buspassby', 'lightrain', 'footstepsongrass', 'money', 'bagrustle', 'footsteps', 'buspassby']"
openairmarket,"['buspassby', 'wind', 'wind', 'lightrain', 'cooking', 'cooking']"
openairmarket,"['bagrustle', 'buspassby', 'footsteps', 'cooking', 'speech', 'lightrain', 'money', 'lightrain', 'speech', 'buspassby', 'lightrain']"
openairmarket,"['footstepsongrass', 'money', 'cooking', 'lightrain', 'lightrain', 'footstepsongrass', 'wind', 'wind', 'footsteps', 'footstepsongrass', 'footstepsongrass']"
openairmarket,"['wind', 'wind', 'bagrustle', 'lightrain', 'buspassby', 'lightrain', 'speech', 'lightrain', 'speech', 'wind', 'money', 'money', 'speech', 'footsteps', 'lightrain', 'wind']"
openairmarket,"['wind', 'lightrain', 'footsteps', 'speech', 'bagrustle', 'lightrain', 'buspassby', 'footstepsongrass', 'cooking', 'footstepsongrass', 'footsteps', 'money', 'speech', 'speech', 'speech', 'money', 'money', 'bagrustle', 'money', 'money', 'footstepsongrass', 'lightrain', 'buspassby', 'footsteps', 'money']"
openairmarket,"['bagrustle', 'footsteps', 'speech', 'footstepsongrass', 'cooking', 'lightrain', 'wind', 'footstepsongrass', 'footsteps', 'bagrustle']"
openairmarket,"['buspassby', 'lightrain', 'money', 'bagrustle', 'money', 'lightrain', 'lightrain', 'footstepsongrass', 'buspassby', 'money', 'money', 'wind', 'wind', 'bagrustle', 'footsteps', 'footsteps', 'money']"
openairmarket,"['wind', 'cooking', 'cooking', 'buspassby', 'cooking', 'cooking', 'footstepsongrass', 'footsteps', 'wind', 'speech', 'bagrustle', 'lightrain', 'speech']"
openairmarket,"['cooking', 'footsteps', 'lightrain', 'footsteps', 'lightrain', 'buspassby', 'cooking', 'footstepsongrass', 'bagrustle', 'speech', 'buspassby', 'footsteps', 'cooking', 'buspassby', 'buspassby', 'wind', 'footsteps', 'bagrustle', 'footstepsongrass', 'speech', 'wind', 'buspassby', 'wind']"
openairmarket,"['buspassby', 'bagrustle', 'wind']"
openairmarket,"['speech', 'lightrain', 'buspassby', 'footsteps', 'lightrain', 'footstepsongrass', 'footstepsongrass', 'money', 'footsteps', 'money', 'money', 'lightrain', 'footsteps', 'footstepsongrass', 'cooking', 'bagrustle', 'bagrustle']"
openairmarket,"['buspassby', 'lightrain', 'cooking', 'money', 'wind', 'bagrustle', 'buspassby', 'money', 'footstepsongrass', 'bagrustle', 'speech', 'buspassby', 'bagrustle', 'buspassby', 'footsteps', 'footsteps', 'bagrustle', 'buspassby', 'bagrustle', 'wind']"
openairmarket,"['buspassby', 'lightrain', 'money', 'bagrustle', 'money', 'lightrain', 'lightrain', 'footstepsongrass', 'buspassby', 'money', 'money', 'wind', 'wind', 'bagrustle', 'footsteps', 'footsteps', 'money']"
openairmarket,"['wind', 'cooking', 'cooking', 'buspassby', 'cooking', 'cooking', 'footstepsongrass', 'footsteps', 'wind', 'speech', 'bagrustle', 'lightrain', 'speech']"
openairmarket,"['cooking', 'footsteps', 'lightrain', 'footsteps', 'lightrain', 'buspassby', 'cooking', 'footstepsongrass', 'bagrustle', 'speech', 'buspassby', 'footsteps', 'cooking', 'buspassby', 'buspassby', 'wind', 'footsteps', 'bagrustle', 'footstepsongrass', 'speech', 'wind', 'buspassby', 'wind']"
openairmarket,"['speech', 'lightrain', 'buspassby', 'footsteps', 'lightrain', 'footstepsongrass', 'footstepsongrass', 'money', 'footsteps', 'money', 'money', 'lightrain', 'footsteps', 'footstepsongrass', 'cooking', 'bagrustle', 'bagrustle']"
openairmarket,"['buspassby', 'lightrain', 'cooking', 'money', 'wind', 'bagrustle', 'buspassby', 'money', 'footstepsongrass', 'bagrustle', 'speech', 'buspassby', 'bagrustle', 'buspassby', 'footsteps', 'footsteps', 'bagrustle', 'buspassby', 'bagrustle', 'wind']"
openairmarket,"['speech', 'cooking', 'speech', 'footstepsongrass', 'money', 'buspassby', 'cooking', 'bagrustle', 'wind', 'buspassby', 'buspassby', 'cooking', 'bagrustle', 'wind', 'buspassby', 'cooking', 'speech', 'lightrain', 'footsteps', 'wind', 'money', 'money', 'lightrain']"
openairmarket,"['buspassby', 'footstepsongrass', 'lightrain', 'money', 'speech', 'buspassby', 'footsteps', 'wind', 'footstepsongrass', 'buspassby']"
openairmarket,"['speech', 'cooking', 'speech', 'footstepsongrass', 'money', 'buspassby', 'cooking', 'bagrustle', 'wind', 'buspassby', 'buspassby', 'cooking', 'bagrustle', 'wind', 'buspassby', 'cooking', 'speech', 'lightrain', 'footsteps', 'wind', 'money', 'money', 'lightrain']"
openairmarket,"['lightrain', 'cooking', 'buspassby', 'cooking', 'wind', 'footsteps', 'footstepsongrass', 'money']"
openairmarket,"['speech', 'footstepsongrass', 'speech']"
openairmarket,"['bagrustle', 'buspassby', 'lightrain', 'buspassby', 'buspassby', 'money', 'lightrain', 'bagrustle', 'footstepsongrass']"
openairmarket,"['lightrain', 'lightrain', 'footstepsongrass', 'buspassby', 'money']"
openairmarket,"['buspassby', 'footstepsongrass', 'lightrain', 'money', 'speech', 'buspassby', 'footsteps', 'wind', 'footstepsongrass', 'buspassby']"
openairmarket,"['footsteps', 'buspassby', 'lightrain', 'buspassby', 'buspassby', 'speech', 'footstepsongrass', 'buspassby']"
openairmarket,"['footstepsongrass', 'cooking', 'lightrain', 'buspassby', 'bagrustle']"
openairmarket,"['money', 'wind', 'cooking', 'speech', 'lightrain', 'footsteps']"
openairmarket,"['footsteps', 'buspassby', 'lightrain', 'buspassby', 'buspassby', 'speech', 'footstepsongrass', 'buspassby']"
openairmarket,"['footstepsongrass', 'money', 'money', 'money', 'buspassby', 'bagrustle', 'footsteps', 'wind', 'wind', 'cooking', 'wind', 'cooking', 'cooking', 'footstepsongrass', 'money', 'wind', 'lightrain', 'wind', 'footstepsongrass', 'buspassby', 'bagrustle', 'footstepsongrass', 'speech']"
openairmarket,"['cooking', 'cooking', 'buspassby', 'buspassby', 'bagrustle', 'cooking', 'cooking', 'lightrain', 'bagrustle', 'bagrustle', 'speech', 'buspassby', 'money', 'cooking', 'speech', 'footstepsongrass', 'lightrain', 'speech', 'footstepsongrass', 'bagrustle', 'wind', 'bagrustle', 'speech', 'money', 'footstepsongrass']"
openairmarket,"['money', 'wind', 'speech', 'footstepsongrass', 'buspassby', 'footstepsongrass', 'buspassby', 'bagrustle', 'money', 'speech', 'cooking', 'money', 'buspassby', 'lightrain', 'footstepsongrass', 'money', 'footstepsongrass', 'wind', 'speech', 'footstepsongrass', 'lightrain', 'footsteps', 'wind', 'bagrustle', 'cooking', 'cooking', 'speech']"
openairmarket,"['speech', 'buspassby', 'bagrustle', 'footstepsongrass', 'footstepsongrass', 'buspassby', 'money', 'bagrustle', 'speech', 'cooking', 'cooking', 'cooking', 'money', 'footsteps', 'buspassby', 'lightrain', 'buspassby', 'money', 'buspassby', 'bagrustle', 'cooking', 'footsteps', 'money', 'speech', 'speech', 'money', 'cooking', 'footstepsongrass']"
openairmarket,"['cooking', 'cooking', 'buspassby', 'buspassby', 'bagrustle', 'cooking', 'cooking', 'lightrain', 'bagrustle', 'bagrustle', 'speech', 'buspassby', 'money', 'cooking', 'speech', 'footstepsongrass', 'lightrain', 'speech', 'footstepsongrass', 'bagrustle', 'wind', 'bagrustle', 'speech', 'money', 'footstepsongrass']"
openairmarket,"['money', 'wind', 'speech', 'footstepsongrass', 'buspassby', 'footstepsongrass', 'buspassby', 'bagrustle', 'money', 'speech', 'cooking', 'money', 'buspassby', 'lightrain', 'footstepsongrass', 'money', 'footstepsongrass', 'wind', 'speech', 'footstepsongrass', 'lightrain', 'footsteps', 'wind', 'bagrustle', 'cooking', 'cooking', 'speech']"
openairmarket,"['speech', 'buspassby', 'bagrustle', 'footstepsongrass', 'footstepsongrass', 'buspassby', 'money', 'bagrustle', 'speech', 'cooking', 'cooking', 'cooking', 'money', 'footsteps', 'buspassby', 'lightrain', 'buspassby', 'money', 'buspassby', 'bagrustle', 'cooking', 'footsteps', 'money', 'speech', 'speech', 'money', 'cooking', 'footstepsongrass']"
openairmarket,"['footstepsongrass', 'wind', 'cooking', 'wind', 'bagrustle', 'bagrustle', 'buspassby', 'wind', 'speech', 'buspassby', 'money', 'bagrustle', 'lightrain', 'cooking', 'footstepsongrass', 'wind', 'footsteps', 'footstepsongrass', 'footstepsongrass', 'speech', 'bagrustle', 'buspassby', 'speech', 'wind']"
openairmarket,"['footsteps', 'money']"
openairmarket,"['cooking', 'cooking', 'bagrustle', 'money', 'lightrain', 'speech', 'speech', 'bagrustle', 'lightrain', 'footstepsongrass', 'footsteps', 'speech', 'buspassby', 'wind', 'buspassby', 'speech', 'buspassby', 'wind', 'lightrain', 'bagrustle', 'bagrustle', 'lightrain']"
openairmarket,"['cooking', 'footstepsongrass', 'bagrustle', 'lightrain', 'footstepsongrass', 'wind', 'lightrain', 'lightrain', 'footsteps', 'lightrain', 'lightrain', 'bagrustle', 'buspassby', 'footstepsongrass', 'bagrustle', 'footsteps', 'lightrain', 'cooking', 'lightrain', 'buspassby', 'wind', 'money', 'footsteps', 'lightrain', 'wind', 'footsteps', 'cooking', 'cooking']"
openairmarket,"['bagrustle', 'wind', 'footstepsongrass', 'buspassby', 'cooking', 'bagrustle', 'footsteps', 'buspassby', 'bagrustle', 'speech', 'cooking', 'cooking', 'footsteps', 'footsteps']"
openairmarket,"['buspassby', 'wind', 'cooking', 'speech', 'buspassby', 'bagrustle', 'footstepsongrass', 'bagrustle', 'wind', 'lightrain', 'speech', 'lightrain', 'footsteps', 'speech', 'lightrain', 'bagrustle', 'wind', 'wind', 'bagrustle', 'speech', 'cooking', 'money']"
openairmarket,"['footsteps', 'wind', 'footstepsongrass', 'bagrustle', 'cooking', 'cooking', 'wind', 'bagrustle', 'bagrustle', 'wind']"
openairmarket,"['speech', 'footstepsongrass', 'bagrustle', 'lightrain', 'cooking', 'speech']"
openairmarket,"['cooking', 'money', 'cooking', 'footstepsongrass', 'speech', 'cooking', 'footsteps', 'bagrustle']"
openairmarket,"['footstepsongrass', 'wind', 'cooking', 'wind', 'bagrustle', 'bagrustle', 'buspassby', 'wind', 'speech', 'buspassby', 'money', 'bagrustle', 'lightrain', 'cooking', 'footstepsongrass', 'wind', 'footsteps', 'footstepsongrass', 'footstepsongrass', 'speech', 'bagrustle', 'buspassby', 'speech', 'wind']"
openairmarket,"['cooking', 'cooking', 'bagrustle', 'money', 'lightrain', 'speech', 'speech', 'bagrustle', 'lightrain', 'footstepsongrass', 'footsteps', 'speech', 'buspassby', 'wind', 'buspassby', 'speech', 'buspassby', 'wind', 'lightrain', 'bagrustle', 'bagrustle', 'lightrain']"
openairmarket,"['bagrustle', 'wind', 'footstepsongrass', 'buspassby', 'cooking', 'bagrustle', 'footsteps', 'buspassby', 'bagrustle', 'speech', 'cooking', 'cooking', 'footsteps', 'footsteps']"
openairmarket,"['footsteps', 'wind', 'footstepsongrass', 'bagrustle', 'cooking', 'cooking', 'wind', 'bagrustle', 'bagrustle', 'wind']"
openairmarket,"['speech', 'footstepsongrass', 'bagrustle', 'lightrain', 'cooking', 'speech']"
openairmarket,"['wind', 'bagrustle', 'footsteps', 'money', 'bagrustle', 'buspassby', 'wind', 'wind', 'footsteps', 'footsteps']"
openairmarket,"['footstepsongrass', 'bagrustle', 'cooking', 'speech', 'bagrustle', 'footsteps', 'bagrustle', 'bagrustle', 'bagrustle', 'money', 'bagrustle', 'wind', 'footstepsongrass', 'cooking', 'buspassby', 'buspassby', 'lightrain', 'buspassby', 'bagrustle', 'lightrain', 'wind']"
openairmarket,"['wind', 'wind', 'wind', 'footsteps', 'wind', 'bagrustle', 'wind', 'speech', 'lightrain', 'bagrustle', 'footstepsongrass', 'buspassby']"
openairmarket,"['wind', 'bagrustle', 'footsteps', 'money', 'bagrustle', 'buspassby', 'wind', 'wind', 'footsteps', 'footsteps']"
openairmarket,"['footsteps', 'bagrustle', 'footstepsongrass', 'wind', 'footsteps', 'buspassby', 'speech', 'bagrustle', 'footstepsongrass', 'buspassby', 'cooking', 'footsteps', 'footstepsongrass', 'cooking', 'bagrustle', 'bagrustle', 'speech']"
openairmarket,"['speech', 'cooking', 'footstepsongrass', 'footsteps', 'footstepsongrass', 'cooking', 'lightrain']"
openairmarket,"['lightrain', 'wind', 'money', 'money', 'buspassby', 'footsteps', 'footsteps', 'footstepsongrass', 'speech', 'speech', 'money', 'money', 'cooking', 'footstepsongrass', 'bagrustle', 'bagrustle', 'footsteps', 'wind', 'footsteps', 'wind', 'lightrain', 'speech']"
openairmarket,"['buspassby', 'wind', 'lightrain', 'speech']"
openairmarket,"['cooking', 'speech', 'wind', 'footsteps', 'speech', 'footstepsongrass', 'speech', 'bagrustle']"
openairmarket,"['cooking', 'money', 'lightrain', 'buspassby', 'footsteps', 'wind', 'footstepsongrass', 'speech', 'wind', 'lightrain', 'cooking', 'footsteps', 'footstepsongrass', 'lightrain', 'lightrain', 'bagrustle', 'cooking', 'wind', 'buspassby', 'footsteps']"
openairmarket,"['cooking', 'bagrustle', 'bagrustle', 'footstepsongrass', 'cooking', 'money', 'speech', 'lightrain', 'money', 'speech', 'cooking', 'money', 'lightrain', 'wind', 'wind', 'bagrustle', 'buspassby', 'footstepsongrass', 'money', 'footstepsongrass', 'footstepsongrass', 'wind', 'bagrustle', 'wind', 'lightrain', 'bagrustle', 'footstepsongrass']"
openairmarket,"['lightrain', 'wind', 'lightrain', 'footstepsongrass', 'bagrustle', 'buspassby', 'buspassby', 'bagrustle', 'wind', 'cooking', 'speech', 'footstepsongrass', 'footsteps', 'footsteps']"
openairmarket,"['cooking', 'lightrain', 'wind', 'money', 'footstepsongrass', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'footstepsongrass']"
openairmarket,"['money', 'wind', 'cooking']"
openairmarket,"['money', 'lightrain', 'cooking']"
openairmarket,"['buspassby', 'footsteps', 'wind', 'money', 'buspassby', 'lightrain', 'cooking', 'speech', 'footsteps', 'cooking', 'money']"
openairmarket,"['money', 'lightrain', 'cooking']"
openairmarket,"['buspassby', 'footsteps', 'wind', 'money', 'buspassby', 'lightrain', 'cooking', 'speech', 'footsteps', 'cooking', 'money']"
openairmarket,"['money', 'bagrustle', 'speech', 'money', 'footsteps', 'bagrustle', 'speech', 'cooking', 'cooking']"
openairmarket,"['bagrustle', 'wind', 'footstepsongrass', 'footsteps', 'bagrustle', 'lightrain']"
openairmarket,"['lightrain', 'wind', 'lightrain', 'footstepsongrass', 'bagrustle', 'buspassby', 'buspassby', 'bagrustle', 'wind', 'cooking', 'speech', 'footstepsongrass', 'footsteps', 'footsteps']"
openairmarket,"['money', 'wind', 'footstepsongrass', 'money', 'cooking', 'bagrustle', 'cooking', 'footsteps', 'lightrain', 'cooking', 'bagrustle']"
openairmarket,"['cooking', 'lightrain', 'wind', 'money', 'footstepsongrass', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'footstepsongrass']"
openairmarket,"['money', 'wind', 'cooking']"
openairmarket,"['bagrustle', 'cooking', 'money', 'bagrustle', 'bagrustle']"
openairmarket,"['buspassby', 'footsteps', 'bagrustle', 'cooking', 'bagrustle', 'footsteps', 'money']"
park,"['pushbike', 'footstepsongrass', 'birdsong', 'birdsong', 'phone', 'lightrain', 'gate', 'phone', 'buspassby', 'phone', 'laughter', 'lightrain', 'birdsong', 'laughter', 'lake', 'speech', 'lake', 'lake', 'laughter', 'lake', 'buspassby', 'lake', 'footstepsongrass', 'phone', 'footstepsongrass', 'speech', 'footstepsongrass', 'phone', 'buspassby', 'birdsong', 'lightrain', 'buspassby', 'speech']"
park,"['gate', 'pushbike', 'birdsong', 'gate', 'lightrain', 'pushbike', 'birdsong', 'birdsong', 'wind', 'lake', 'speech', 'pushbike', 'footstepsongrass', 'footstepsongrass', 'lightrain', 'footstepsongrass', 'speech', 'pushbike', 'footstepsongrass', 'lake', 'lake', 'birdsong']"
park,"['lightrain', 'speech', 'footstepsongrass', 'phone', 'lake', 'laughter', 'lake', 'laughter', 'footstepsongrass', 'gate', 'phone', 'lightrain', 'lightrain', 'pushbike', 'laughter', 'gate', 'gate', 'birdsong', 'speech', 'gate', 'buspassby', 'lake', 'laughter', 'pushbike', 'gate', 'birdsong', 'phone', 'gate', 'buspassby']"
park,"['buspassby', 'gate', 'pushbike', 'phone', 'buspassby', 'buspassby', 'wind', 'footstepsongrass', 'gate', 'lightrain', 'birdsong', 'birdsong', 'wind', 'buspassby', 'speech', 'wind', 'phone', 'lake', 'lake', 'footstepsongrass', 'lake', 'lake', 'lightrain', 'gate', 'birdsong', 'laughter', 'speech', 'buspassby', 'buspassby', 'speech', 'birdsong']"
park,"['buspassby', 'gate', 'pushbike', 'phone', 'buspassby', 'buspassby', 'wind', 'footstepsongrass', 'gate', 'lightrain', 'birdsong', 'birdsong', 'wind', 'buspassby', 'speech', 'wind', 'phone', 'lake', 'lake', 'footstepsongrass', 'lake', 'lake', 'lightrain', 'gate', 'birdsong', 'laughter', 'speech', 'buspassby', 'buspassby', 'speech', 'birdsong']"
park,"['birdsong', 'speech', 'pushbike', 'footstepsongrass', 'lightrain', 'buspassby', 'gate', 'wind', 'buspassby', 'pushbike']"
park,"['lightrain', 'speech', 'footstepsongrass', 'phone', 'lake', 'laughter', 'lake', 'laughter', 'footstepsongrass', 'gate', 'phone', 'lightrain', 'lightrain', 'pushbike', 'laughter', 'gate', 'gate', 'birdsong', 'speech', 'gate', 'buspassby', 'lake', 'laughter', 'pushbike', 'gate', 'birdsong', 'phone', 'gate', 'buspassby']"
park,"['buspassby', 'gate', 'pushbike', 'phone', 'buspassby', 'buspassby', 'wind', 'footstepsongrass', 'gate', 'lightrain', 'birdsong', 'birdsong', 'wind', 'buspassby', 'speech', 'wind', 'phone', 'lake', 'lake', 'footstepsongrass', 'lake', 'lake', 'lightrain', 'gate', 'birdsong', 'laughter', 'speech', 'buspassby', 'buspassby', 'speech', 'birdsong']"
park,"['phone', 'speech', 'gate', 'lightrain', 'speech', 'birdsong', 'speech', 'lake']"
park,"['speech', 'lake', 'lake', 'birdsong', 'buspassby', 'lightrain', 'lightrain', 'footstepsongrass', 'laughter', 'lake', 'birdsong', 'speech', 'lake', 'lightrain', 'lightrain', 'speech', 'buspassby', 'wind', 'lightrain', 'speech', 'gate', 'birdsong', 'laughter', 'speech', 'birdsong', 'footstepsongrass', 'lightrain', 'wind', 'lake', 'laughter']"
park,"['wind', 'lightrain', 'laughter', 'phone', 'laughter', 'pushbike', 'wind', 'lake', 'footstepsongrass', 'wind', 'wind', 'lightrain', 'lightrain', 'footstepsongrass', 'pushbike', 'lake', 'speech']"
park,"['birdsong', 'birdsong', 'gate', 'wind', 'laughter', 'footstepsongrass', 'footstepsongrass']"
park,"['wind', 'lake', 'lightrain', 'lake', 'birdsong', 'wind', 'pushbike', 'lightrain', 'gate']"
park,"['speech', 'lake', 'lake', 'birdsong', 'buspassby', 'lightrain', 'lightrain', 'footstepsongrass', 'laughter', 'lake', 'birdsong', 'speech', 'lake', 'lightrain', 'lightrain', 'speech', 'buspassby', 'wind', 'lightrain', 'speech', 'gate', 'birdsong', 'laughter', 'speech', 'birdsong', 'footstepsongrass', 'lightrain', 'wind', 'lake', 'laughter']"
park,"['wind', 'lightrain', 'laughter', 'phone', 'laughter', 'pushbike', 'wind', 'lake', 'footstepsongrass', 'wind', 'wind', 'lightrain', 'lightrain', 'footstepsongrass', 'pushbike', 'lake', 'speech']"
park,"['birdsong', 'birdsong', 'gate', 'wind', 'laughter', 'footstepsongrass', 'footstepsongrass']"
park,"['wind', 'lake', 'lightrain', 'lake', 'birdsong', 'wind', 'pushbike', 'lightrain', 'gate']"
park,"['lightrain', 'phone', 'lightrain', 'buspassby', 'wind', 'lightrain', 'laughter', 'lake', 'phone', 'speech', 'birdsong', 'speech', 'gate', 'buspassby', 'lake', 'laughter', 'laughter', 'lightrain', 'laughter', 'phone', 'gate', 'laughter', 'buspassby', 'phone']"
park,"['lightrain', 'gate', 'buspassby']"
park,"['speech', 'lake', 'lake', 'birdsong', 'buspassby', 'lightrain', 'lightrain', 'footstepsongrass', 'laughter', 'lake', 'birdsong', 'speech', 'lake', 'lightrain', 'lightrain', 'speech', 'buspassby', 'wind', 'lightrain', 'speech', 'gate', 'birdsong', 'laughter', 'speech', 'birdsong', 'footstepsongrass', 'lightrain', 'wind', 'lake', 'laughter']"
