lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.74526227]],[[0.73579514]],[[0.69075274]],[[0.7490355]],[[0.7291572]],[[0.6949626]],[[0.7203163]],[[0.7004033]],[[0.8234477]],[[0.6867356]],[[0.73255813]],[[0.7249174]],[[0.7190979]],[[0.7670007]],[[0.74727637]],[[0.654097]],[[0.8701868]],[[0.71585214]],[[0.78844875]],[[0.6934466]],[[0.75399554]],[[0.72635645]],[[0.6682932]],[[0.73049986]],[[0.56180763]],[[0.71638465]],[[0.67438686]],[[0.75701886]],[[0.8041041]],[[0.67248726]],[[0.77675647]],[[0.77203]]
[[0.7483072]],[[0.8291445]],[[0.81316984]],[[0.6647146]],[[0.63393736]],[[0.6465256]],[[0.7665683]],[[0.7686006]],[[0.69391906]],[[0.7348467]],[[0.6643325]],[[0.7063944]],[[0.61664456]],[[0.68378705]],[[0.7638602]],[[0.68552387]],[[0.8338651]],[[0.7315867]],[[0.74941254]],[[0.72837055]],[[0.73159873]],[[0.6721649]],[[0.69617367]],[[0.76795316]],[[0.50457615]],[[0.6969931]],[[0.6956819]],[[0.75700694]],[[0.7916113]],[[0.6935289]],[[0.76713884]],[[0.77193683]]
[[0.7095078]],[[0.7221411]],[[0.7225288]],[[0.6860006]],[[0.61051834]],[[0.57863635]],[[0.70512193]],[[0.6815605]],[[0.6862658]],[[0.71222156]],[[0.676207]],[[0.64287555]],[[0.6131296]],[[0.75114423]],[[0.67397547]],[[0.650563]],[[0.7290523]],[[0.7035294]],[[0.74586314]],[[0.6487704]],[[0.66089886]],[[0.6522794]],[[0.6372326]],[[0.6870918]],[[0.5955369]],[[0.55881715]],[[0.6372106]],[[0.7949083]],[[0.68749404]],[[0.6966231]],[[0.7112088]],[[0.7688579]]
[[0.7319704]],[[0.7836586]],[[0.7748745]],[[0.64407766]],[[0.63284093]],[[0.6605735]],[[0.74537015]],[[0.7210283]],[[0.77431715]],[[0.6991323]],[[0.71798867]],[[0.74081475]],[[0.65672505]],[[0.80949247]],[[0.7995943]],[[0.67796385]],[[0.84216094]],[[0.74543595]],[[0.80863976]],[[0.68252254]],[[0.7061195]],[[0.6277575]],[[0.7288277]],[[0.74391925]],[[0.55499005]],[[0.675582]],[[0.6539282]],[[0.8082255]],[[0.7366973]],[[0.67223793]],[[0.7183468]],[[0.8107896]]
[[0.7420696]],[[0.7417767]],[[0.6493162]],[[0.62257123]],[[0.4456339]],[[0.65504956]],[[0.77732563]],[[0.6741958]],[[0.72084695]],[[0.7299635]],[[0.69905365]],[[0.62729037]],[[0.65632355]],[[0.75174713]],[[0.7188312]],[[0.6517462]],[[0.80331457]],[[0.72422576]],[[0.79260427]],[[0.66825736]],[[0.7381822]],[[0.625378]],[[0.6634346]],[[0.7256105]],[[0.5090231]],[[0.6801851]],[[0.6318438]],[[0.74331397]],[[0.79425377]],[[0.6953259]],[[0.74424064]],[[0.7591324]]
[[0.7353672]],[[0.6808084]],[[0.6444142]],[[0.5997577]],[[0.43772197]],[[0.6054368]],[[0.7228975]],[[0.6654304]],[[0.7016877]],[[0.7084109]],[[0.6466938]],[[0.70739007]],[[0.6679219]],[[0.69214606]],[[0.6842406]],[[0.65511394]],[[0.7816266]],[[0.66800493]],[[0.7132553]],[[0.6786754]],[[0.6981096]],[[0.64385575]],[[0.6348716]],[[0.69818306]],[[0.51628417]],[[0.6483617]],[[0.606985]],[[0.77748144]],[[0.7070968]],[[0.6687315]],[[0.68650365]],[[0.7266717]]
[[0.71221024]],[[0.7884262]],[[0.66040915]],[[0.6118874]],[[0.55489755]],[[0.6113856]],[[0.73567617]],[[0.7584771]],[[0.72805214]],[[0.70110655]],[[0.68229914]],[[0.66754246]],[[0.74468046]],[[0.67547697]],[[0.79610944]],[[0.6803831]],[[0.7632266]],[[0.8119159]],[[0.76034844]],[[0.6949576]],[[0.72839683]],[[0.60940313]],[[0.6416129]],[[0.7435705]],[[0.5107734]],[[0.66904795]],[[0.64141035]],[[0.7499516]],[[0.7550166]],[[0.7004041]],[[0.7291461]],[[0.76143897]]
[[0.80572104]],[[0.79107416]],[[0.656268]],[[0.69275594]],[[0.6804881]],[[0.656947]],[[0.79607743]],[[0.78806055]],[[0.70721555]],[[0.6707587]],[[0.75171137]],[[0.72121114]],[[0.624106]],[[0.66813856]],[[0.77847284]],[[0.7567115]],[[0.76987886]],[[0.77498823]],[[0.72105265]],[[0.68637055]],[[0.759313]],[[0.6968236]],[[0.68548685]],[[0.74993604]],[[0.526873]],[[0.71429116]],[[0.68328404]],[[0.8089403]],[[0.76150966]],[[0.7108703]],[[0.71053207]],[[0.7359141]]
[[0.7402036]],[[0.718792]],[[0.6685566]],[[0.64418626]],[[0.52787864]],[[0.63526297]],[[0.7206654]],[[0.68988717]],[[0.7109222]],[[0.65433323]],[[0.69692713]],[[0.67098254]],[[0.61930764]],[[0.68859136]],[[0.7199959]],[[0.6147699]],[[0.809693]],[[0.74314815]],[[0.7230824]],[[0.6605859]],[[0.74753004]],[[0.6793304]],[[0.66348606]],[[0.68786347]],[[0.58853054]],[[0.6520208]],[[0.6186725]],[[0.7966777]],[[0.7460844]],[[0.66548115]],[[0.7236232]],[[0.74550146]]
[[0.7606704]],[[0.7208131]],[[0.6718403]],[[0.61247265]],[[0.59604573]],[[0.6526446]],[[0.7343106]],[[0.6985101]],[[0.7484776]],[[0.7125058]],[[0.66119325]],[[0.6494858]],[[0.6970072]],[[0.67313516]],[[0.7292596]],[[0.7003942]],[[0.6977991]],[[0.7356222]],[[0.7755159]],[[0.6744206]],[[0.77219844]],[[0.7348715]],[[0.70041615]],[[0.6916741]],[[0.53100944]],[[0.7267486]],[[0.6885847]],[[0.7324456]],[[0.83004814]],[[0.6886768]],[[0.6791078]],[[0.74554855]]
[[0.76638013]],[[0.7447567]],[[0.6533961]],[[0.67107636]],[[0.6424459]],[[0.6367922]],[[0.68671495]],[[0.73906696]],[[0.7522701]],[[0.6895691]],[[0.6623335]],[[0.7178254]],[[0.7018863]],[[0.6977253]],[[0.74598515]],[[0.6126889]],[[0.84126806]],[[0.73916215]],[[0.7765716]],[[0.7252028]],[[0.68739015]],[[0.65587837]],[[0.6725991]],[[0.7508619]],[[0.61368847]],[[0.6405306]],[[0.6834887]],[[0.76956934]],[[0.67693174]],[[0.6755104]],[[0.7145999]],[[0.7192264]]
[[0.65933776]],[[0.5918651]],[[0.6680225]],[[0.6521193]],[[0.6314797]],[[0.64679325]],[[0.76764774]],[[0.6609039]],[[0.7242006]],[[0.6862433]],[[0.6698599]],[[0.6216189]],[[0.6409301]],[[0.62994987]],[[0.6759242]],[[0.6910391]],[[0.7549879]],[[0.7191664]],[[0.7322892]],[[0.68001544]],[[0.68161213]],[[0.60820127]],[[0.5159171]],[[0.6766822]],[[0.54183215]],[[0.6359353]],[[0.66333795]],[[0.69420534]],[[0.70894396]],[[1.7881393e-07]],[[0.66381747]],[[0.60997003]]
[[0.7016765]],[[0.78184247]],[[0.7531202]],[[0.6994662]],[[0.6414812]],[[0.53573227]],[[0.85459656]],[[0.7055948]],[[0.6904106]],[[0.8581203]],[[0.5846275]],[[0.6745144]],[[0.6423034]],[[0.5947576]],[[0.7561362]],[[0.6510355]],[[0.7612489]],[[0.7269263]],[[0.74828374]],[[0.6420772]],[[0.6740666]],[[0.6552502]],[[0.67318726]],[[0.80471635]],[[0.6084473]],[[0.49604136]],[[0.7243867]],[[0.7720257]],[[0.701095]],[[0.58536685]],[[0.6947281]],[[0.69037706]]
[[0.749907]],[[0.66382444]],[[0.7691731]],[[0.63592863]],[[0.70138955]],[[0.6313736]],[[0.82181907]],[[0.75621396]],[[0.8416986]],[[0.82260567]],[[0.72217923]],[[0.73901653]],[[0.7890997]],[[0.5927459]],[[0.8109009]],[[0.737712]],[[0.82234895]],[[0.7742278]],[[0.831033]],[[0.6961045]],[[0.70749706]],[[0.6824008]],[[0.6734547]],[[0.7590257]],[[0.5239173]],[[0.6493546]],[[0.77346647]],[[0.6967045]],[[0.7646122]],[[0.31314182]],[[0.6912448]],[[0.7011528]]
[[0.64503306]],[[0.606578]],[[0.77375996]],[[0.6523792]],[[0.63828444]],[[0.64370155]],[[0.69983697]],[[0.718934]],[[0.66334665]],[[0.6944124]],[[0.6837445]],[[0.62048316]],[[0.7099834]],[[0.6529415]],[[0.69050974]],[[0.58614445]],[[0.71455014]],[[0.69727963]],[[0.73618925]],[[0.6892485]],[[0.633723]],[[0.5505322]],[[0.64860064]],[[0.74684393]],[[0.6531093]],[[0.67690444]],[[0.73996377]],[[0.76557946]],[[0.7309115]],[[0.43405294]],[[0.75706273]],[[0.6804636]]
[[0.65098345]],[[0.6063499]],[[0.73163545]],[[0.5943912]],[[0.4873371]],[[0.5780831]],[[0.6702634]],[[0.69145465]],[[0.6021303]],[[0.6646501]],[[0.5744373]],[[0.6460937]],[[0.6687067]],[[0.65123796]],[[0.6496011]],[[0.54789126]],[[0.73749506]],[[0.65025854]],[[0.74299777]],[[0.64995086]],[[0.6252222]],[[0.5742433]],[[0.62964505]],[[0.7374402]],[[0.57641846]],[[0.59542567]],[[0.6625649]],[[0.73416203]],[[0.6983198]],[[0.49673587]],[[0.7572922]],[[0.6675012]]
[[0.3524651]],[[0.6432053]],[[0.6802466]],[[0.59438056]],[[0.5659833]],[[0.6760632]],[[0.68843347]],[[0.6372157]],[[0.6990957]],[[0.6676611]],[[0.70453334]],[[0.56602967]],[[0.54919636]],[[0.6948603]],[[0.6946032]],[[0.707907]],[[0.76418835]],[[0.7226352]],[[0.6937993]],[[0.5186994]],[[0.70379007]],[[0.6029233]],[[0.49271595]],[[0.65126145]],[[0.66648394]],[[0.651765]],[[0.47655416]],[[0.64635354]],[[0.7557027]],[[0.5227493]],[[0.6971575]],[[0.7140903]]
[[0.54727703]],[[0.6988952]],[[0.77519983]],[[0.64477277]],[[0.616344]],[[0.6107435]],[[0.70158315]],[[0.7400898]],[[0.72251034]],[[0.7185719]],[[0.64270514]],[[0.6404528]],[[0.6748546]],[[0.6972618]],[[0.7255702]],[[0.63500094]],[[0.6847911]],[[0.69973147]],[[0.7461046]],[[0.64219415]],[[0.64892334]],[[0.5431068]],[[0.6094534]],[[0.6783521]],[[0.6890989]],[[0.574184]],[[0.6011765]],[[0.76087785]],[[0.7006724]],[[0.49098194]],[[0.7190899]],[[0.7323157]]
[[0.59640265]],[[0.73583937]],[[0.73957336]],[[0.6798115]],[[0.6558593]],[[0.58958524]],[[0.69326127]],[[0.70708656]],[[0.72694886]],[[0.7406023]],[[0.5660481]],[[0.71616435]],[[0.73565394]],[[0.67090076]],[[0.70422244]],[[0.5955005]],[[0.6787981]],[[0.6563387]],[[0.72373116]],[[0.67113525]],[[0.6208515]],[[0.5459657]],[[0.7187356]],[[0.6835943]],[[0.6664891]],[[0.56731975]],[[0.6509439]],[[0.76166046]],[[0.63328874]],[[0.60128695]],[[0.77450645]],[[0.6702473]]
[[0.5847101]],[[0.70019746]],[[0.8112103]],[[0.73103976]],[[0.74771386]],[[0.6928663]],[[0.76985294]],[[0.78951716]],[[0.7495595]],[[0.78053784]],[[0.6684184]],[[0.7518953]],[[0.7426089]],[[0.7711993]],[[0.72806185]],[[0.6847646]],[[0.7176927]],[[0.7350973]],[[0.8187238]],[[0.6926339]],[[0.7014369]],[[0.6221915]],[[0.6519897]],[[0.7482729]],[[0.787284]],[[0.646233]],[[0.700619]],[[0.7926269]],[[0.71869946]],[[0.5654788]],[[0.73870087]],[[0.7730508]]
[[0.4985937]],[[0.6862955]],[[0.6253996]],[[0.6018075]],[[0.6664241]],[[0.65232235]],[[0.7179943]],[[0.6151699]],[[0.82755476]],[[0.7317378]],[[0.7723999]],[[0.55844676]],[[0.6686871]],[[0.7438667]],[[0.68408525]],[[0.65985227]],[[0.6729094]],[[0.615461]],[[0.65612864]],[[0.66518104]],[[0.7263652]],[[0.6368497]],[[0.5953026]],[[0.56503665]],[[0.6450578]],[[0.66754514]],[[0.61809033]],[[0.60140026]],[[0.7761933]],[[0.5877675]],[[0.7918669]],[[0.6360347]]
[[0.5126487]],[[0.6827361]],[[0.67312646]],[[0.6809098]],[[0.61735183]],[[0.49592412]],[[0.75744164]],[[0.6876835]],[[0.66783524]],[[0.7639916]],[[0.6799202]],[[0.58978367]],[[0.6785455]],[[0.7095949]],[[0.6486157]],[[0.5859835]],[[0.71898687]],[[0.67869985]],[[0.618842]],[[0.6879306]],[[0.6201238]],[[0.5941256]],[[0.6149321]],[[0.57194394]],[[0.6126477]],[[0.5013522]],[[0.6046022]],[[0.7003765]],[[0.5913913]],[[0.5943181]],[[0.7248392]],[[0.6933818]]
[[0.45520663]],[[0.6349534]],[[0.65832067]],[[0.64957774]],[[0.6241742]],[[0.6880387]],[[0.71841747]],[[0.6565001]],[[0.7046927]],[[0.6957482]],[[0.71977115]],[[0.5750085]],[[0.652642]],[[0.72893953]],[[0.6743463]],[[0.6861774]],[[0.7505089]],[[0.74265003]],[[0.6476736]],[[0.5918962]],[[0.74799407]],[[0.682691]],[[0.63022506]],[[0.65269685]],[[0.69730633]],[[0.68648475]],[[0.5984181]],[[0.77185124]],[[0.7842859]],[[0.53806025]],[[0.70129216]],[[0.732324]]
[[0.5245848]],[[0.5577833]],[[0.7021234]],[[0.62056327]],[[0.5767212]],[[0.62472564]],[[0.74071264]],[[0.6347064]],[[0.78600395]],[[0.68852496]],[[0.66575193]],[[0.5878374]],[[0.6439818]],[[0.6786779]],[[0.5826537]],[[0.70205456]],[[0.77877647]],[[0.6652083]],[[0.67205083]],[[0.6510521]],[[0.7515698]],[[0.64372456]],[[0.6447935]],[[0.67478365]],[[0.6125665]],[[0.6512965]],[[0.6199836]],[[0.7603873]],[[0.7647877]],[[0.49761486]],[[0.63571453]],[[0.7874608]]
[[0.6338942]],[[0.68002325]],[[0.65842617]],[[0.70470846]],[[0.6626253]],[[0.7080866]],[[0.6925185]],[[0.60515904]],[[0.7211623]],[[0.66422254]],[[0.6883513]],[[0.5471367]],[[0.56490004]],[[0.6449077]],[[0.60793257]],[[0.6484717]],[[0.8067547]],[[0.70674455]],[[0.6270181]],[[0.6880194]],[[0.7710334]],[[0.6443578]],[[0.5509083]],[[0.6409248]],[[0.72692484]],[[0.70758486]],[[0.64230573]],[[0.6953932]],[[0.7257244]],[[0.56385636]],[[0.7288972]],[[0.662396]]
[[0.6613282]],[[0.75534844]],[[0.6374983]],[[0.6085364]],[[0.57302064]],[[0.63677895]],[[0.737965]],[[0.7407893]],[[0.7908417]],[[0.77611655]],[[0.63550556]],[[0.68597525]],[[0.648828]],[[0.5666039]],[[0.8163167]],[[0.72067946]],[[0.76292205]],[[0.71233535]],[[0.7647852]],[[0.7161221]],[[0.71000725]],[[0.69073975]],[[0.6160188]],[[0.660254]],[[0.5954975]],[[0.6000768]],[[0.65972835]],[[0.6934876]],[[0.70252323]],[[0.6661525]],[[0.72875637]],[[0.6398577]]
[[0.5628595]],[[0.6406552]],[[0.6867061]],[[0.61353445]],[[0.5118731]],[[0.6608937]],[[0.6230249]],[[0.64713144]],[[0.68141747]],[[0.5945334]],[[0.56400806]],[[0.559547]],[[0.44864053]],[[0.582958]],[[0.6292485]],[[0.61963916]],[[0.72501963]],[[0.7115821]],[[0.625983]],[[0.6270181]],[[0.6512329]],[[0.620931]],[[0.5459069]],[[0.6659374]],[[0.6599992]],[[0.6397283]],[[0.60477376]],[[0.70189345]],[[0.7182383]],[[0.5517796]],[[0.64050686]],[[0.6892286]]
[[0.72794056]],[[0.6885481]],[[0.6838874]],[[0.57939476]],[[0.56635654]],[[0.70283115]],[[0.6436657]],[[0.63089436]],[[0.8026272]],[[0.6909224]],[[0.5002966]],[[0.71094733]],[[0.655615]],[[0.6049421]],[[0.676463]],[[0.5423814]],[[0.6938565]],[[0.6439566]],[[0.6975932]],[[0.60183]],[[0.6572591]],[[0.6242118]],[[0.7073428]],[[0.6567285]],[[0.57550937]],[[0.7307639]],[[0.6654358]],[[0.66037256]],[[0.6376902]],[[0.68027925]],[[0.754059]],[[0.71841514]]
[[0.63509816]],[[0.3793382]],[[0.70730275]],[[0.6699397]],[[0.6763879]],[[0.67768997]],[[0.5432194]],[[0.5958891]],[[0.46494097]],[[0.5925433]],[[0.67748034]],[[0.46526676]],[[0.57761157]],[[0.7286427]],[[0.4316693]],[[0.6360097]],[[0.6208067]],[[0.67902195]],[[0.5850547]],[[0.4801916]],[[0.6383417]],[[0.6749868]],[[0.48734236]],[[0.5641482]],[[0.7366585]],[[0.63923925]],[[0.5546863]],[[0.7092799]],[[0.70699555]],[[0.61956847]],[[0.60957146]],[[0.6993228]]
[[0.4463259]],[[0.4312595]],[[0.7489183]],[[0.70301604]],[[0.7318357]],[[0.697062]],[[0.64305604]],[[0.6755156]],[[0.5783804]],[[0.65828574]],[[0.75794774]],[[0.5003296]],[[0.60185635]],[[0.80953974]],[[0.5131427]],[[0.76579916]],[[0.7086194]],[[0.7430486]],[[0.67046076]],[[0.5596356]],[[0.73686695]],[[0.7041702]],[[0.5105864]],[[0.66443753]],[[0.725173]],[[0.69805646]],[[0.5745095]],[[0.7753696]],[[0.7661086]],[[0.5727348]],[[0.612552]],[[0.7388444]]
[[0.5608308]],[[0.48921037]],[[0.6624799]],[[0.6651422]],[[0.7228231]],[[0.64084715]],[[0.67907935]],[[0.6595675]],[[0.6203339]],[[0.6659105]],[[0.6801064]],[[0.54174685]],[[0.5822233]],[[0.82446635]],[[0.5899597]],[[0.78167206]],[[0.74357164]],[[0.71312606]],[[0.6550907]],[[0.6288796]],[[0.78221524]],[[0.71150297]],[[0.5396817]],[[0.70518047]],[[0.6584376]],[[0.6594425]],[[0.6428756]],[[0.745896]],[[0.77126384]],[[0.5320842]],[[0.57347304]],[[0.651225]]
[[0.5069514]],[[0.52451354]],[[0.72313815]],[[0.73029554]],[[0.7976505]],[[0.7336555]],[[0.68719643]],[[0.71354866]],[[0.5978204]],[[0.6397411]],[[0.7213369]],[[0.57324296]],[[0.6339034]],[[0.8102832]],[[0.56942606]],[[0.8214375]],[[0.805454]],[[0.7516532]],[[0.6193148]],[[0.6833355]],[[0.8180555]],[[0.73665094]],[[0.60578823]],[[0.7289213]],[[0.70772237]],[[0.70899504]],[[0.6816133]],[[0.807451]],[[0.8300993]],[[0.6181575]],[[0.5604]],[[0.7436831]]
[[0.5824654]],[[0.37185073]],[[0.6528634]],[[0.68213016]],[[0.74454695]],[[0.6565593]],[[0.6312169]],[[0.6461285]],[[0.64481246]],[[0.6552839]],[[0.7332643]],[[0.5427597]],[[0.6275024]],[[0.8456757]],[[0.52801406]],[[0.74135816]],[[0.73936933]],[[0.7356712]],[[0.63079107]],[[0.6600804]],[[0.75141263]],[[0.6456302]],[[0.5666294]],[[0.6765425]],[[0.6831938]],[[0.6713456]],[[0.6127034]],[[0.6807644]],[[0.7614987]],[[0.5304922]],[[0.601565]],[[0.69803745]]
[[0.6190602]],[[0.5996545]],[[0.7026186]],[[0.64168066]],[[0.67384416]],[[0.7125171]],[[0.646786]],[[0.6150139]],[[0.55086446]],[[0.6811452]],[[0.6282984]],[[0.49847913]],[[0.58960533]],[[0.7787687]],[[0.63069063]],[[0.75361586]],[[0.68062186]],[[0.59742934]],[[0.6367515]],[[0.57164747]],[[0.6977881]],[[0.75343883]],[[0.5357531]],[[0.5909544]],[[0.740982]],[[0.7004401]],[[0.5297257]],[[0.7333275]],[[0.7724808]],[[0.6805106]],[[0.66397965]],[[0.67897993]]
[[0.64631766]],[[0.32216257]],[[0.6582324]],[[0.6474033]],[[0.69775367]],[[0.6755061]],[[0.5781667]],[[0.6106235]],[[0.5160243]],[[0.59421474]],[[0.68009925]],[[0.50087076]],[[0.5930699]],[[0.7268166]],[[0.44496512]],[[0.6384846]],[[0.592929]],[[0.70273006]],[[0.60212547]],[[0.52619743]],[[0.5722137]],[[0.6468818]],[[0.5017145]],[[0.550331]],[[0.7486595]],[[0.65497714]],[[0.59586024]],[[0.66115105]],[[0.661714]],[[0.56267613]],[[0.6200204]],[[0.73772556]]
[[0.6372478]],[[0.419138]],[[0.6516242]],[[0.62352884]],[[0.6536434]],[[0.648854]],[[0.52840984]],[[0.6081047]],[[0.49830902]],[[0.5650232]],[[0.62080073]],[[0.46631038]],[[0.5349421]],[[0.69496155]],[[0.4753946]],[[0.6507338]],[[0.626727]],[[0.68307906]],[[0.6177093]],[[0.42416424]],[[0.61429965]],[[0.6799248]],[[0.5053308]],[[0.587139]],[[0.69610155]],[[0.6298735]],[[0.5232543]],[[0.69311196]],[[0.6860434]],[[0.60159063]],[[0.60146666]],[[0.69406325]]
[[0.72412336]],[[0.6176133]],[[0.7177788]],[[0.61521405]],[[0.58948046]],[[0.6391878]],[[0.6542412]],[[0.6975596]],[[0.7085495]],[[0.6785007]],[[0.6219344]],[[0.60957146]],[[0.69017196]],[[0.63387525]],[[0.67421657]],[[0.6980334]],[[0.7439428]],[[0.7240486]],[[0.7539786]],[[0.5593691]],[[0.65818083]],[[0.7240616]],[[0.6508775]],[[0.70964694]],[[0.5229121]],[[0.6506754]],[[0.68652785]],[[0.7234443]],[[0.7296511]],[[0.6356448]],[[0.73799825]],[[0.7125643]]
[[0.7759191]],[[0.7128519]],[[0.612407]],[[0.67982244]],[[0.5933573]],[[0.68522]],[[0.72933495]],[[0.6979815]],[[0.76146966]],[[0.71015]],[[0.61390185]],[[0.6988578]],[[0.7130115]],[[0.68465686]],[[0.7143645]],[[0.6897274]],[[0.8378055]],[[0.6421755]],[[0.8034476]],[[0.71735305]],[[0.6593275]],[[0.7024038]],[[0.7055236]],[[0.7268435]],[[0.58630735]],[[0.6785549]],[[0.69456315]],[[0.70183134]],[[0.6937672]],[[0.65820533]],[[0.7830739]],[[0.6685106]]
[[0.7867878]],[[0.611426]],[[0.6967397]],[[0.6790007]],[[0.70751345]],[[0.67005306]],[[0.47950566]],[[0.6021838]],[[0.6443199]],[[0.6269989]],[[0.62887824]],[[0.59252125]],[[0.7237618]],[[0.7190305]],[[0.6326497]],[[0.6148714]],[[0.6318822]],[[0.7187434]],[[0.7433791]],[[0.4717909]],[[0.5856467]],[[0.7313217]],[[0.61319494]],[[0.6066693]],[[0.60949814]],[[0.70224]],[[0.6847663]],[[0.65650445]],[[0.6940713]],[[0.7119334]],[[0.7412458]],[[0.78388786]]
[[0.76808]],[[0.6634987]],[[0.72713363]],[[0.7458298]],[[0.8058077]],[[0.76379573]],[[0.65564513]],[[0.57714945]],[[0.6658205]],[[0.66797733]],[[0.6318563]],[[0.7031854]],[[0.6654776]],[[0.70634365]],[[0.6817365]],[[0.51228374]],[[0.679923]],[[0.769974]],[[0.6726037]],[[0.6347546]],[[0.6202594]],[[0.6877285]],[[0.6717156]],[[0.62279654]],[[0.74909586]],[[0.7454431]],[[0.70722115]],[[0.73190665]],[[0.6304704]],[[0.59180737]],[[0.7153373]],[[0.80335844]]
[[0.6000647]],[[0.5591233]],[[0.7090831]],[[0.71429753]],[[0.66572785]],[[0.59771395]],[[0.72874874]],[[0.6956706]],[[0.5396581]],[[0.7669489]],[[0.5791119]],[[0.6079812]],[[0.6363745]],[[0.6653322]],[[0.5446187]],[[0.78717554]],[[0.7141872]],[[0.77373314]],[[0.6640285]],[[0.71115184]],[[0.6522597]],[[0.64604306]],[[0.5089128]],[[0.7386603]],[[0.7167655]],[[0.55549264]],[[0.6492325]],[[0.74329513]],[[0.5615734]],[[0.6392223]],[[0.55124587]],[[0.78859603]]
[[0.78048563]],[[0.6562911]],[[0.8149283]],[[0.67382276]],[[0.6432622]],[[0.7071533]],[[0.73677486]],[[0.7641144]],[[0.7262358]],[[0.7750746]],[[0.6420785]],[[0.67310584]],[[0.7470262]],[[0.6770213]],[[0.65423006]],[[0.73363405]],[[0.77109313]],[[0.71799237]],[[0.7336213]],[[0.6858228]],[[0.698943]],[[0.69700027]],[[0.728138]],[[0.69778097]],[[0.67800117]],[[0.61276805]],[[0.7136924]],[[0.7040172]],[[0.7727175]],[[0.7270975]],[[0.6957716]],[[0.74890876]]
[[0.6716533]],[[0.51764476]],[[0.6568595]],[[0.6507552]],[[0.6678449]],[[0.5921292]],[[0.642527]],[[0.6730231]],[[0.5558623]],[[0.6962251]],[[0.621927]],[[0.5702522]],[[0.6426558]],[[0.7277713]],[[0.5833279]],[[0.65954334]],[[0.49968868]],[[0.6595375]],[[0.72854805]],[[0.5468185]],[[0.5707268]],[[0.6797735]],[[0.57495815]],[[0.62140816]],[[0.61626697]],[[0.5484183]],[[0.65134776]],[[0.6719358]],[[0.63675654]],[[0.5971209]],[[0.67249143]],[[0.74726796]]
[[0.7086333]],[[0.48490953]],[[0.687651]],[[0.64065635]],[[0.71854997]],[[0.6425047]],[[0.6331577]],[[0.64684874]],[[0.6680364]],[[0.60962945]],[[0.7119609]],[[0.52978337]],[[0.5967631]],[[0.73359954]],[[0.54104614]],[[0.7249755]],[[0.8046263]],[[0.7563854]],[[0.75780934]],[[0.6512474]],[[0.72670674]],[[0.7571459]],[[0.49021935]],[[0.6434816]],[[0.6971732]],[[0.6782032]],[[0.5934025]],[[0.73624456]],[[0.7607602]],[[0.64163417]],[[0.7464906]],[[0.7343316]]
[[0.6484967]],[[0.4651144]],[[0.7322728]],[[0.6898538]],[[0.6738348]],[[0.7021761]],[[0.6167052]],[[0.60958105]],[[0.46431446]],[[0.67223996]],[[0.6526719]],[[0.50925285]],[[0.6503302]],[[0.743375]],[[0.4715504]],[[0.622996]],[[0.63318324]],[[0.6909024]],[[0.517586]],[[0.6122614]],[[0.6227387]],[[0.68859345]],[[0.56898755]],[[0.56903064]],[[0.7614429]],[[0.6588478]],[[0.6166446]],[[0.75919545]],[[0.6891216]],[[0.67912424]],[[0.5929105]],[[0.6946666]]
[[0.71084225]],[[0.5500039]],[[0.70004874]],[[0.7289171]],[[0.66233796]],[[0.7430471]],[[0.6322318]],[[0.68022275]],[[0.6761191]],[[0.7073842]],[[0.7217606]],[[0.61510897]],[[0.71998155]],[[0.68566275]],[[0.5556166]],[[0.68541276]],[[0.6753309]],[[0.7138065]],[[0.7140875]],[[0.68233395]],[[0.60773754]],[[0.58012784]],[[0.6844375]],[[0.6056844]],[[0.8239061]],[[0.7035825]],[[0.7215698]],[[0.7334495]],[[0.6856278]],[[0.58060884]],[[0.7335502]],[[0.59548867]]
[[0.67416286]],[[0.61542124]],[[0.75668985]],[[0.6603402]],[[0.6164062]],[[0.7226149]],[[0.6792659]],[[0.6700996]],[[0.73399943]],[[0.7106752]],[[0.6539409]],[[0.6316831]],[[0.73602974]],[[0.6519669]],[[0.67645764]],[[0.6541709]],[[0.7433112]],[[0.762509]],[[0.7822335]],[[0.6185897]],[[0.6624416]],[[0.6977869]],[[0.68443465]],[[0.6835127]],[[0.5354961]],[[0.7226705]],[[0.7012276]],[[0.7853425]],[[0.7529478]],[[0.5592497]],[[0.75416535]],[[0.70174205]]
[[0.84761906]],[[0.69710594]],[[0.6441945]],[[0.6145627]],[[0.588079]],[[0.62077236]],[[0.6959934]],[[0.5899737]],[[0.7750118]],[[0.72873724]],[[0.61731815]],[[0.7896848]],[[0.74712783]],[[0.7470399]],[[0.7367202]],[[0.62116253]],[[0.77807915]],[[0.57526094]],[[0.8084328]],[[0.682162]],[[0.6952014]],[[0.75816226]],[[0.7048823]],[[0.6994504]],[[0.5931053]],[[0.6455991]],[[0.74060017]],[[0.6885291]],[[0.6660418]],[[0.7203986]],[[0.7152014]],[[0.7099843]]
