lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.28724027]],[[0.43786854]],[[0.33942485]],[[0.18874711]],[[0.24061286]],[[0.3387519]],[[0.25867772]],[[0.18758667]],[[0.2588809]],[[0.2247262]],[[0.28727]],[[0.23016578]],[[0.43383825]],[[0.26293802]],[[0.41038698]],[[0.39439404]],[[0.51876694]],[[0.40008342]],[[0.24080741]],[[0.28240258]],[[0.28425044]],[[0.42245454]],[[0.37931144]],[[0.1772455]],[[0.3611319]],[[0.31443083]],[[0.2777285]],[[0.21868384]],[[0.40217978]],[[0.2866013]],[[0.44444454]],[[0.27858716]]
[[0.37637413]],[[0.4651478]],[[0.35475963]],[[0.4021901]],[[0.35344756]],[[0.30663323]],[[0.28317904]],[[0.37923205]],[[0.33659595]],[[0.36661744]],[[0.30805463]],[[0.3819285]],[[0.53588146]],[[0.35145986]],[[0.411973]],[[0.4027694]],[[0.5203109]],[[0.39052367]],[[0.2833696]],[[0.45856178]],[[0.3178963]],[[0.39559847]],[[0.41556394]],[[0.35813034]],[[0.38906217]],[[0.3044895]],[[0.44609296]],[[0.26715052]],[[0.32163143]],[[0.43909907]],[[0.51779115]],[[0.2909416]]
[[0.44809347]],[[0.58486664]],[[0.5196496]],[[0.49978518]],[[0.4485551]],[[0.43481088]],[[0.5127984]],[[0.5211632]],[[0.4546165]],[[0.49921846]],[[0.4487325]],[[0.56503016]],[[0.66463435]],[[0.5110065]],[[0.57862884]],[[0.48080093]],[[0.627557]],[[0.5257091]],[[0.47240376]],[[0.5194298]],[[0.48049515]],[[0.5134859]],[[0.60147583]],[[0.5059792]],[[0.42230833]],[[0.45459008]],[[0.53141636]],[[0.43061602]],[[0.4743662]],[[0.55475414]],[[0.60904205]],[[0.410596]]
[[0.36921895]],[[0.3919322]],[[0.36113352]],[[0.27749473]],[[0.37095332]],[[0.40223515]],[[0.30347127]],[[0.23256326]],[[0.31705546]],[[0.30871534]],[[0.40059435]],[[0.29689646]],[[0.5229871]],[[0.38570213]],[[0.371575]],[[0.47326112]],[[0.4814759]],[[0.39554942]],[[0.33684838]],[[0.32490486]],[[0.34492332]],[[0.4745952]],[[0.44654596]],[[0.30950367]],[[0.4173019]],[[0.41533327]],[[0.39652133]],[[0.29216814]],[[0.41598725]],[[0.35195374]],[[0.44936085]],[[0.32711136]]
[[0.58591753]],[[0.5798348]],[[0.58358765]],[[0.52415246]],[[0.637053]],[[0.59747124]],[[0.543374]],[[0.43599302]],[[0.50649613]],[[0.5649819]],[[0.6041339]],[[0.47111678]],[[0.6553841]],[[0.6789983]],[[0.5251808]],[[0.63823557]],[[0.62732553]],[[0.5474081]],[[0.47900033]],[[0.58110255]],[[0.5235933]],[[0.64457345]],[[0.5444478]],[[0.63323784]],[[0.5410981]],[[0.5670528]],[[0.6437163]],[[0.5468201]],[[0.44606298]],[[0.590175]],[[0.4724366]],[[0.5990516]]
[[0.32993883]],[[0.41975844]],[[0.41669518]],[[0.29344046]],[[0.33099133]],[[0.3747385]],[[0.43494308]],[[0.38838118]],[[0.38662148]],[[0.38508558]],[[0.4134373]],[[0.3561312]],[[0.5072578]],[[0.4226135]],[[0.44753587]],[[0.40364158]],[[0.3802269]],[[0.49971873]],[[0.39089835]],[[0.38580894]],[[0.40527833]],[[0.33722728]],[[0.44520676]],[[0.38322467]],[[0.33215094]],[[0.3675508]],[[0.39338386]],[[0.35639656]],[[0.55065817]],[[0.33779848]],[[0.35692835]],[[0.3697701]]
[[0.46059418]],[[0.49895763]],[[0.5477479]],[[0.41194212]],[[0.5645307]],[[0.50670725]],[[0.53231335]],[[0.4568317]],[[0.45510072]],[[0.4999358]],[[0.55749285]],[[0.3772998]],[[0.5540246]],[[0.6286439]],[[0.51955265]],[[0.55113393]],[[0.52100444]],[[0.54650056]],[[0.38147002]],[[0.5602477]],[[0.49659967]],[[0.5669919]],[[0.5410125]],[[0.5804939]],[[0.42042792]],[[0.50793254]],[[0.5657438]],[[0.4497863]],[[0.4715181]],[[0.4777602]],[[0.4277749]],[[0.5123966]]
[[0.41640186]],[[0.5996662]],[[0.48415965]],[[0.5178392]],[[0.5923082]],[[0.52278924]],[[0.5072113]],[[0.59636444]],[[0.46271944]],[[0.49804276]],[[0.62135524]],[[0.49838042]],[[0.6872925]],[[0.66863596]],[[0.64059657]],[[0.53989434]],[[0.6288227]],[[0.59896606]],[[0.4866022]],[[0.52235544]],[[0.54845756]],[[0.60547614]],[[0.71831584]],[[0.5571866]],[[0.5153822]],[[0.5671521]],[[0.5292449]],[[0.43659014]],[[0.61066014]],[[0.58713865]],[[0.688638]],[[0.44437408]]
[[0.49849874]],[[0.608427]],[[0.5212722]],[[0.4513201]],[[0.5594313]],[[0.39305735]],[[0.46946108]],[[0.49162716]],[[0.47052908]],[[0.48868906]],[[0.5129786]],[[0.45197237]],[[0.6325605]],[[0.54110336]],[[0.62560785]],[[0.5151669]],[[0.63540995]],[[0.5080384]],[[0.42430484]],[[0.56182295]],[[0.48422277]],[[0.55215394]],[[0.65534985]],[[0.49310678]],[[0.39404428]],[[0.45384562]],[[0.5875312]],[[0.37871152]],[[0.44964468]],[[0.5416311]],[[0.6648129]],[[0.38150173]]
[[0.31262225]],[[0.37396073]],[[0.28947818]],[[0.36355817]],[[0.36281973]],[[0.4063245]],[[0.3305915]],[[0.33306295]],[[0.33423722]],[[0.3663906]],[[0.4141016]],[[0.4041536]],[[0.4504621]],[[0.39051902]],[[0.35117805]],[[0.25999773]],[[0.41209984]],[[0.41882753]],[[0.31929374]],[[0.37336338]],[[0.31786287]],[[0.4941917]],[[0.4291476]],[[0.33889967]],[[0.39735425]],[[0.47973794]],[[0.35995042]],[[0.26460308]],[[0.4604261]],[[0.39217806]],[[0.5348937]],[[0.22926885]]
[[0.3429438]],[[0.50162494]],[[0.4445187]],[[0.41913956]],[[0.32067716]],[[0.43889308]],[[0.43476403]],[[0.37281704]],[[0.4428767]],[[0.3902588]],[[0.41203833]],[[0.4441434]],[[0.6366756]],[[0.39725816]],[[0.5148256]],[[0.4859876]],[[0.5952051]],[[0.5304432]],[[0.42203796]],[[0.43824744]],[[0.49030244]],[[0.41782475]],[[0.524646]],[[0.31200534]],[[0.4220674]],[[0.43441534]],[[0.41522282]],[[0.39864093]],[[0.5711375]],[[0.43350714]],[[0.6023933]],[[0.3608414]]
[[0.51176447]],[[0.5877229]],[[0.59164035]],[[0.48413283]],[[0.56268686]],[[0.63104486]],[[0.5540794]],[[0.532188]],[[0.5599176]],[[0.5674913]],[[0.5043645]],[[0.50268316]],[[0.6415437]],[[0.64720476]],[[0.602518]],[[0.5965494]],[[0.48244643]],[[0.55233836]],[[0.53806937]],[[0.49684143]],[[0.5507406]],[[0.53130513]],[[0.5996417]],[[0.64364314]],[[0.4995923]],[[0.52800304]],[[0.5439698]],[[0.5852429]],[[0.6043558]],[[0.5985157]],[[0.512445]],[[0.59622914]]
[[0.42850447]],[[0.5388377]],[[0.45057678]],[[0.4085502]],[[0.5103831]],[[0.42466974]],[[0.5032754]],[[0.38131577]],[[0.5370112]],[[0.45755184]],[[0.4789691]],[[0.46415836]],[[0.5784831]],[[0.51513875]],[[0.52123296]],[[0.54235077]],[[0.5620586]],[[0.5436726]],[[0.4648223]],[[0.4391297]],[[0.51466465]],[[0.47123528]],[[0.5516479]],[[0.4134673]],[[0.4816661]],[[0.43600273]],[[0.49383062]],[[0.4371636]],[[0.63295007]],[[0.42788386]],[[0.5858114]],[[0.45705646]]
[[0.4583503]],[[0.49158227]],[[0.53801703]],[[0.3272426]],[[0.4211263]],[[0.4982283]],[[0.46922314]],[[0.420049]],[[0.46750438]],[[0.41352808]],[[0.41699207]],[[0.40783155]],[[0.55757487]],[[0.53248805]],[[0.57470655]],[[0.4864756]],[[0.5200829]],[[0.5492851]],[[0.45728385]],[[0.41134328]],[[0.4685954]],[[0.5297969]],[[0.534535]],[[0.5008148]],[[0.36532533]],[[0.46082878]],[[0.4598477]],[[0.47552526]],[[0.5453055]],[[0.4716516]],[[0.4392531]],[[0.46915293]]
[[0.38766134]],[[0.48845768]],[[0.3215323]],[[0.32515508]],[[0.41507357]],[[0.37053192]],[[0.3086772]],[[0.30987537]],[[0.42275047]],[[0.34726]],[[0.4345634]],[[0.3846711]],[[0.5151221]],[[0.41869813]],[[0.44011462]],[[0.4032485]],[[0.5173565]],[[0.46310472]],[[0.29000318]],[[0.40525788]],[[0.36512268]],[[0.51083386]],[[0.47987676]],[[0.38666105]],[[0.3257984]],[[0.471555]],[[0.43226588]],[[0.22427368]],[[0.44167382]],[[0.37655175]],[[0.5249778]],[[0.27669793]]
[[0.4753164]],[[0.52425057]],[[0.47916663]],[[0.4394881]],[[0.531597]],[[0.46193695]],[[0.50306094]],[[0.51106447]],[[0.45024848]],[[0.44233793]],[[0.5273591]],[[0.48482418]],[[0.6156775]],[[0.5307977]],[[0.5980693]],[[0.5058595]],[[0.5455075]],[[0.5554664]],[[0.4645084]],[[0.47451627]],[[0.51176405]],[[0.58145213]],[[0.5982138]],[[0.46116948]],[[0.41617686]],[[0.5187245]],[[0.45161754]],[[0.3838923]],[[0.6591311]],[[0.45922905]],[[0.6629776]],[[0.36827064]]
[[0.38874155]],[[0.362305]],[[0.3722728]],[[0.32593232]],[[0.3996455]],[[0.35062063]],[[0.33461547]],[[0.3584665]],[[0.36101902]],[[0.3679201]],[[0.38336045]],[[0.3901289]],[[0.49221528]],[[0.38987136]],[[0.37808776]],[[0.33008695]],[[0.4562475]],[[0.41781175]],[[0.35649365]],[[0.40034747]],[[0.3456838]],[[0.5320406]],[[0.4100055]],[[0.38281715]],[[0.30577254]],[[0.4406864]],[[0.40486938]],[[0.22766602]],[[0.48599184]],[[0.37673187]],[[0.5232723]],[[0.24534053]]
[[0.4508732]],[[0.4904095]],[[0.4649526]],[[0.4319265]],[[0.5820974]],[[0.45560914]],[[0.37125278]],[[0.50991213]],[[0.5139755]],[[0.43365484]],[[0.47973466]],[[0.4288379]],[[0.50191605]],[[0.53013176]],[[0.5456763]],[[0.48649752]],[[0.5758656]],[[0.510555]],[[0.42552733]],[[0.5169562]],[[0.452223]],[[0.5419233]],[[0.6604802]],[[0.48602378]],[[0.43901473]],[[0.5011876]],[[0.48930573]],[[0.38823962]],[[0.5238091]],[[0.4956947]],[[0.6383055]],[[0.40143263]]
[[0.47097266]],[[0.6196629]],[[0.51514524]],[[0.47732478]],[[0.57211554]],[[0.4877432]],[[0.5507833]],[[0.59424645]],[[0.5345854]],[[0.5362005]],[[0.57215565]],[[0.45463926]],[[0.716892]],[[0.592539]],[[0.6549243]],[[0.58409005]],[[0.6675501]],[[0.5660423]],[[0.48233676]],[[0.5880542]],[[0.5482407]],[[0.4904483]],[[0.7734293]],[[0.49252057]],[[0.45077103]],[[0.53738296]],[[0.5420841]],[[0.44030845]],[[0.55331004]],[[0.5246967]],[[0.7352254]],[[0.4222325]]
[[0.32747722]],[[0.5028199]],[[0.3456704]],[[0.31038207]],[[0.38747954]],[[0.43167317]],[[0.437788]],[[0.3859948]],[[0.4108641]],[[0.39836395]],[[0.46224844]],[[0.3688208]],[[0.58599126]],[[0.50140476]],[[0.52044326]],[[0.40608954]],[[0.46105707]],[[0.47079945]],[[0.36797404]],[[0.4193099]],[[0.41175616]],[[0.4925272]],[[0.58918196]],[[0.33342206]],[[0.31793976]],[[0.44444513]],[[0.42837107]],[[0.3512321]],[[0.5443591]],[[0.41082036]],[[0.53774476]],[[0.29729486]]
[[0.3339603]],[[0.36514336]],[[0.39437753]],[[0.30073214]],[[0.3944522]],[[0.28367913]],[[0.29072857]],[[0.443496]],[[0.37497413]],[[0.32996058]],[[0.358549]],[[0.3269602]],[[0.4491806]],[[0.37369823]],[[0.4696629]],[[0.3095681]],[[0.4235475]],[[0.41561472]],[[0.33335698]],[[0.4336245]],[[0.3104661]],[[0.41982245]],[[0.48141396]],[[0.3920853]],[[0.2929088]],[[0.36262178]],[[0.4251812]],[[0.21622169]],[[0.44390464]],[[0.35529292]],[[0.4338798]],[[0.2631477]]
[[0.5492284]],[[0.49615145]],[[0.53769326]],[[0.5216789]],[[0.5851084]],[[0.550436]],[[0.45519543]],[[0.6073104]],[[0.5414755]],[[0.59753805]],[[0.54952097]],[[0.5844797]],[[0.6518701]],[[0.5619049]],[[0.52811944]],[[0.44781065]],[[0.5195432]],[[0.56426525]],[[0.5645088]],[[0.56498665]],[[0.47415888]],[[0.56396055]],[[0.6613386]],[[0.56990355]],[[0.47648358]],[[0.6140935]],[[0.5233127]],[[0.5117794]],[[0.5902764]],[[0.60398984]],[[0.7336391]],[[0.42694032]]
[[0.20587713]],[[0.5292574]],[[0.31920016]],[[0.18024671]],[[0.18056309]],[[0.328502]],[[0.32849425]],[[0.23025239]],[[0.29457325]],[[0.21362948]],[[0.28035986]],[[0.299026]],[[0.48969996]],[[0.2888947]],[[0.4893012]],[[0.38262528]],[[0.5122504]],[[0.42962682]],[[0.23968565]],[[0.3203209]],[[0.28492928]],[[0.40791994]],[[0.45011795]],[[0.14037597]],[[0.30227292]],[[0.25849104]],[[0.31053144]],[[0.2202509]],[[0.428195]],[[0.31668735]],[[0.45960724]],[[0.2658524]]
[[0.41816032]],[[0.5228985]],[[0.48272222]],[[0.38931715]],[[0.4873122]],[[0.426988]],[[0.42687023]],[[0.55496]],[[0.42028153]],[[0.4482702]],[[0.47911102]],[[0.4071346]],[[0.57948184]],[[0.48148274]],[[0.59598327]],[[0.4523794]],[[0.52149105]],[[0.5621601]],[[0.40413982]],[[0.52891654]],[[0.43218553]],[[0.4569335]],[[0.627514]],[[0.4375229]],[[0.42360723]],[[0.46886998]],[[0.42225838]],[[0.37353355]],[[0.534367]],[[0.43610507]],[[0.626435]],[[0.3750788]]
[[0.47778976]],[[0.47760987]],[[0.44006526]],[[0.4394496]],[[0.5498548]],[[0.45648766]],[[0.54999685]],[[0.40632296]],[[0.5743079]],[[0.45628524]],[[0.47889084]],[[0.44860733]],[[0.58980185]],[[0.55686855]],[[0.4902987]],[[0.5601215]],[[0.50266314]],[[0.5204784]],[[0.49150646]],[[0.4969356]],[[0.5070121]],[[0.4928813]],[[0.50824153]],[[0.4444945]],[[0.45626748]],[[0.42902124]],[[0.5276848]],[[0.48373246]],[[0.5735463]],[[0.37290895]],[[0.5512064]],[[0.50170135]]
[[0.23027843]],[[0.5182457]],[[0.40206945]],[[0.17830735]],[[0.19407052]],[[0.39990056]],[[0.3553487]],[[0.26478678]],[[0.35503048]],[[0.2519647]],[[0.29641485]],[[0.23170608]],[[0.5138597]],[[0.3490404]],[[0.53629935]],[[0.43042892]],[[0.5306065]],[[0.44804305]],[[0.26478326]],[[0.36529976]],[[0.3304031]],[[0.3736661]],[[0.49040806]],[[0.20683187]],[[0.22087228]],[[0.31834018]],[[0.35063905]],[[0.275975]],[[0.40380853]],[[0.2995454]],[[0.4766487]],[[0.32260734]]
[[0.4195373]],[[0.457928]],[[0.43085885]],[[0.39861667]],[[0.41023582]],[[0.46496266]],[[0.4119901]],[[0.41018313]],[[0.4440958]],[[0.4431255]],[[0.36592984]],[[0.38846123]],[[0.5060327]],[[0.4637208]],[[0.46384823]],[[0.43594366]],[[0.39380383]],[[0.37224162]],[[0.39531648]],[[0.4197936]],[[0.3827814]],[[0.4044975]],[[0.46425086]],[[0.447173]],[[0.39694118]],[[0.4473378]],[[0.39812303]],[[0.38764513]],[[0.4587853]],[[0.41269517]],[[0.5369388]],[[0.370093]]
[[0.38832992]],[[0.4865073]],[[0.44738245]],[[0.32286453]],[[0.43205345]],[[0.45550352]],[[0.42614877]],[[0.43503404]],[[0.40584987]],[[0.39860094]],[[0.4263451]],[[0.3334347]],[[0.5668365]],[[0.49462473]],[[0.54741853]],[[0.46396446]],[[0.5247737]],[[0.52526283]],[[0.3682918]],[[0.48467684]],[[0.43008065]],[[0.46867913]],[[0.57815266]],[[0.40667403]],[[0.35070217]],[[0.46250796]],[[0.41242957]],[[0.39190382]],[[0.50902575]],[[0.41877615]],[[0.57334787]],[[0.388448]]
[[0.3969096]],[[0.48296463]],[[0.46240377]],[[0.29881895]],[[0.3793444]],[[0.43135202]],[[0.4050598]],[[0.33113992]],[[0.39010417]],[[0.3589157]],[[0.3568772]],[[0.36325586]],[[0.53438205]],[[0.49719298]],[[0.4854393]],[[0.4156497]],[[0.52468365]],[[0.44472164]],[[0.38305467]],[[0.4155808]],[[0.41272038]],[[0.49620724]],[[0.450912]],[[0.41459632]],[[0.2974863]],[[0.41692024]],[[0.45085073]],[[0.40631425]],[[0.49025482]],[[0.43036884]],[[0.47177535]],[[0.3870595]]
[[0.37614822]],[[0.43835813]],[[0.40542805]],[[0.29952538]],[[0.38016498]],[[0.41087806]],[[0.4043373]],[[0.36494803]],[[0.39982498]],[[0.3926772]],[[0.38257325]],[[0.29211843]],[[0.5435294]],[[0.45095146]],[[0.48052466]],[[0.43543267]],[[0.4964829]],[[0.4689222]],[[0.3540399]],[[0.41282177]],[[0.3996749]],[[0.44464993]],[[0.4820528]],[[0.36623168]],[[0.35303706]],[[0.38341528]],[[0.39897656]],[[0.36471152]],[[0.47169065]],[[0.37565172]],[[0.486273]],[[0.34319144]]
[[0.38392508]],[[0.56372046]],[[0.38565254]],[[0.49755824]],[[0.4077844]],[[0.46752024]],[[0.3754804]],[[0.48381555]],[[0.4991216]],[[0.4241525]],[[0.42658126]],[[0.5241964]],[[0.6395299]],[[0.41604054]],[[0.5235496]],[[0.43975848]],[[0.53360605]],[[0.47088814]],[[0.4637764]],[[0.51044565]],[[0.42962444]],[[0.43666983]],[[0.6867301]],[[0.48587936]],[[0.319445]],[[0.57352364]],[[0.49883282]],[[0.37063706]],[[0.47357625]],[[0.48828566]],[[0.6064917]],[[0.3703916]]
[[0.5252905]],[[0.5960578]],[[0.5368165]],[[0.48710787]],[[0.5224368]],[[0.5801351]],[[0.5319548]],[[0.4844889]],[[0.51769865]],[[0.571314]],[[0.55045605]],[[0.43609512]],[[0.61927336]],[[0.5968226]],[[0.57368135]],[[0.5664255]],[[0.6079658]],[[0.49474096]],[[0.51309323]],[[0.47760022]],[[0.5078274]],[[0.57652473]],[[0.6031561]],[[0.52990186]],[[0.5484757]],[[0.53565085]],[[0.55029446]],[[0.53424066]],[[0.5135884]],[[0.5901158]],[[0.53260684]],[[0.52365226]]
[[0.6264259]],[[0.6586119]],[[0.6358528]],[[0.6032342]],[[0.7558842]],[[0.6432748]],[[0.5902457]],[[0.68972373]],[[0.6836568]],[[0.6611826]],[[0.6218406]],[[0.57508045]],[[0.64244246]],[[0.70802623]],[[0.69880015]],[[0.56387144]],[[0.63576025]],[[0.6226362]],[[0.60273695]],[[0.69866824]],[[0.5595977]],[[0.5875243]],[[0.79196334]],[[0.70333034]],[[0.6005058]],[[0.6655698]],[[0.6205986]],[[0.6313503]],[[0.5573709]],[[0.6243655]],[[0.7083969]],[[0.61764127]]
[[0.5638014]],[[0.5655321]],[[0.63812065]],[[0.5163661]],[[0.6530348]],[[0.5632235]],[[0.6425214]],[[0.5178693]],[[0.51743317]],[[0.62149274]],[[0.6396682]],[[0.5077973]],[[0.6041451]],[[0.72182035]],[[0.5054652]],[[0.5992148]],[[0.5861908]],[[0.6131791]],[[0.45922822]],[[0.64129126]],[[0.55210495]],[[0.6856119]],[[0.47349703]],[[0.63916004]],[[0.56840676]],[[0.52843565]],[[0.66197985]],[[0.5755085]],[[0.51603526]],[[0.5915402]],[[0.47665697]],[[0.6136645]]
[[0.53512496]],[[0.5451124]],[[0.573906]],[[0.46604937]],[[0.629861]],[[0.5559949]],[[0.5415327]],[[0.5356551]],[[0.5351143]],[[0.55870396]],[[0.5458578]],[[0.47026587]],[[0.5937576]],[[0.6552206]],[[0.57850623]],[[0.51040745]],[[0.54195505]],[[0.5772797]],[[0.48604143]],[[0.5766063]],[[0.4919411]],[[0.570302]],[[0.66558504]],[[0.6091568]],[[0.43159425]],[[0.5561427]],[[0.5423711]],[[0.5355134]],[[0.49238575]],[[0.48883742]],[[0.5947976]],[[0.5158816]]
[[0.46656895]],[[0.5962739]],[[0.5987141]],[[0.47136408]],[[0.50917184]],[[0.56612515]],[[0.54919124]],[[0.495436]],[[0.5182475]],[[0.49071127]],[[0.55793464]],[[0.4929788]],[[0.560259]],[[0.5691181]],[[0.5718086]],[[0.5330018]],[[0.5001096]],[[0.659223]],[[0.51457465]],[[0.543115]],[[0.49859256]],[[0.41473508]],[[0.5383579]],[[0.5545927]],[[0.48461348]],[[0.53510535]],[[0.5396174]],[[0.51845944]],[[0.56701684]],[[0.48407614]],[[0.5158548]],[[0.5765159]]
[[0.54134345]],[[0.6113248]],[[0.58013433]],[[0.52177227]],[[0.49324048]],[[0.5073805]],[[0.5168774]],[[0.5287099]],[[0.5510168]],[[0.53733176]],[[0.5447955]],[[0.5722621]],[[0.6127841]],[[0.4778263]],[[0.6274892]],[[0.5590874]],[[0.56293344]],[[0.6734471]],[[0.5362525]],[[0.5594556]],[[0.5342834]],[[0.40167683]],[[0.6311831]],[[0.5765689]],[[0.5150618]],[[0.58114874]],[[0.5549824]],[[0.511835]],[[0.634001]],[[0.50773525]],[[0.533877]],[[0.56261414]]
[[0.5104308]],[[0.6006384]],[[0.4421332]],[[0.4818747]],[[0.39461172]],[[0.3412063]],[[0.3569129]],[[0.5312006]],[[0.4985035]],[[0.48469806]],[[0.3631143]],[[0.49309647]],[[0.6183467]],[[0.1576513]],[[0.5870842]],[[0.49898487]],[[0.6482739]],[[0.46711314]],[[0.460571]],[[0.5426179]],[[0.45799112]],[[0.35425436]],[[0.62964153]],[[0.4381048]],[[0.47136408]],[[0.48347664]],[[0.48809415]],[[0.3301469]],[[0.5036164]],[[0.405488]],[[0.60654604]],[[0.40306437]]
[[0.4124213]],[[0.4844979]],[[0.47239155]],[[0.36471093]],[[0.40638494]],[[0.36822438]],[[0.40128857]],[[0.4897716]],[[0.39924556]],[[0.38696682]],[[0.41521698]],[[0.3883273]],[[0.56905925]],[[0.38191926]],[[0.54173553]],[[0.5028902]],[[0.60432506]],[[0.571126]],[[0.4089375]],[[0.50010675]],[[0.4671809]],[[0.33382857]],[[0.5927007]],[[0.4194423]],[[0.41850555]],[[0.41911805]],[[0.404611]],[[0.35491222]],[[0.52512467]],[[0.39489442]],[[0.5202636]],[[0.40820718]]
[[0.4816429]],[[0.49142647]],[[0.5151793]],[[0.39310604]],[[0.43761426]],[[0.4417768]],[[0.50248194]],[[0.42779303]],[[0.48656517]],[[0.481313]],[[0.50655067]],[[0.45854867]],[[0.52448714]],[[0.46442568]],[[0.48957682]],[[0.450634]],[[0.47882092]],[[0.58777523]],[[0.49590313]],[[0.48423636]],[[0.49495542]],[[0.43525016]],[[0.47374535]],[[0.4950273]],[[0.43148357]],[[0.50959486]],[[0.4795512]],[[0.45524067]],[[0.62100166]],[[0.4053027]],[[0.40582216]],[[0.47591317]]
[[0.5543209]],[[0.5553111]],[[0.482969]],[[0.49195886]],[[0.41663855]],[[0.3664019]],[[0.3847307]],[[0.559552]],[[0.5289148]],[[0.5219734]],[[0.38758314]],[[0.5120956]],[[0.5863371]],[[0.19777781]],[[0.55155957]],[[0.4875099]],[[0.6205733]],[[0.46597576]],[[0.5116775]],[[0.536531]],[[0.4928158]],[[0.399885]],[[0.5824996]],[[0.48190945]],[[0.4928546]],[[0.52783084]],[[0.49373734]],[[0.37894797]],[[0.5793896]],[[0.40780425]],[[0.56278646]],[[0.4229046]]
[[0.5047573]],[[0.561567]],[[0.45798635]],[[0.44982952]],[[0.39349914]],[[0.31104183]],[[0.3543638]],[[0.49912786]],[[0.4881168]],[[0.46031988]],[[0.36101544]],[[0.48663032]],[[0.60575336]],[[0.18179226]],[[0.5694877]],[[0.46521914]],[[0.607908]],[[0.46102566]],[[0.4680338]],[[0.5185708]],[[0.4382125]],[[0.34460247]],[[0.58972555]],[[0.4463476]],[[0.43639952]],[[0.47218168]],[[0.47677726]],[[0.32168102]],[[0.52298504]],[[0.37822592]],[[0.5375198]],[[0.3913613]]
[[0.30658293]],[[0.40967375]],[[0.34765452]],[[0.29228163]],[[0.31839883]],[[0.31333756]],[[0.3817184]],[[0.28408033]],[[0.37823188]],[[0.3022738]],[[0.30916953]],[[0.3196363]],[[0.47660983]],[[0.27086437]],[[0.42650872]],[[0.33928448]],[[0.44611567]],[[0.4151045]],[[0.32126725]],[[0.40343165]],[[0.2875235]],[[0.27490914]],[[0.3575847]],[[0.254102]],[[0.31002808]],[[0.33254743]],[[0.36383718]],[[0.28986776]],[[0.42227745]],[[1.1920929e-07]],[[0.42798984]],[[0.28903776]]
[[0.39660168]],[[0.41849554]],[[0.42195964]],[[0.43669736]],[[0.42783964]],[[0.3203578]],[[0.40209854]],[[0.4665236]],[[0.43468475]],[[0.41749376]],[[0.36709094]],[[0.47497535]],[[0.53314507]],[[0.34589165]],[[0.45671952]],[[0.32464218]],[[0.45762718]],[[0.42700976]],[[0.4023701]],[[0.52047867]],[[0.34043038]],[[0.35564363]],[[0.47059852]],[[0.42862445]],[[0.31571764]],[[0.40629292]],[[0.47447693]],[[0.32952827]],[[0.44277263]],[[0.23169255]],[[0.5021695]],[[0.3074016]]
[[0.4591757]],[[0.36582077]],[[0.43996322]],[[0.43745983]],[[0.4647807]],[[0.44130075]],[[0.4226762]],[[0.48386323]],[[0.5086843]],[[0.45930654]],[[0.4426207]],[[0.46980673]],[[0.5308153]],[[0.42396283]],[[0.4874785]],[[0.4344747]],[[0.41285932]],[[0.40827048]],[[0.53326917]],[[0.32881975]],[[0.4398042]],[[0.36878467]],[[0.535153]],[[0.5195572]],[[0.42685807]],[[0.4579196]],[[0.43515992]],[[0.43924803]],[[0.5338357]],[[0.27838027]],[[0.46316212]],[[0.41552323]]
[[0.5108047]],[[0.49186957]],[[0.5029892]],[[0.5069166]],[[0.53115153]],[[0.40377784]],[[0.45739007]],[[0.59490645]],[[0.52204263]],[[0.5523312]],[[0.45995975]],[[0.51207]],[[0.6318841]],[[0.33082795]],[[0.56328785]],[[0.39174438]],[[0.5541322]],[[0.48837388]],[[0.52075434]],[[0.6065378]],[[0.45501924]],[[0.33174288]],[[0.5295465]],[[0.54741573]],[[0.47666073]],[[0.5322669]],[[0.51597565]],[[0.39837903]],[[0.531788]],[[0.3396979]],[[0.599321]],[[0.39089662]]
[[0.24871624]],[[0.46232855]],[[0.28661847]],[[0.2770549]],[[0.24579108]],[[0.2649113]],[[0.32170248]],[[0.34299123]],[[0.27431953]],[[0.270518]],[[0.24627507]],[[0.29091674]],[[0.50751525]],[[0.24457133]],[[0.50257623]],[[0.38692605]],[[0.51537186]],[[0.38097483]],[[0.2458657]],[[0.40904355]],[[0.3086781]],[[0.2965675]],[[0.47521544]],[[0.20608568]],[[0.32025445]],[[0.2577722]],[[0.32079732]],[[0.21553975]],[[0.36967677]],[[0.29325247]],[[0.49886727]],[[0.24176699]]
[[0.19395912]],[[0.47254026]],[[0.35091352]],[[0.34953457]],[[0.34326398]],[[0.41611177]],[[0.41464615]],[[0.32058948]],[[0.38739467]],[[0.3407576]],[[0.42502064]],[[0.41934764]],[[0.5224354]],[[0.3958941]],[[0.44521415]],[[0.32075095]],[[0.47469962]],[[0.51678574]],[[0.29169464]],[[0.36296844]],[[0.34163243]],[[0.32596183]],[[0.3714534]],[[0.35838985]],[[0.37659281]],[[0.38825685]],[[0.35538936]],[[0.26878476]],[[0.46614903]],[[0.28905106]],[[0.48462486]],[[0.35941052]]
